dim,w,c,f_name
5,"[0.30211,0.64216,0.07579,0.125  ,0.91386]","[0.53098,1.75302,0.84292,0.37596,1.49713]",ZHOU
5,"[0.05617,0.19952,0.30944,0.39688,0.07238]","[0.22849,0.7078 ,2.15967,1.85503,0.04901]",ZHOU
5,"[0.22487,0.20516,0.38184,0.98612,0.97802]","[0.14965,1.10443,1.58727,0.44983,1.70882]",ZHOU
5,"[0.09556,0.43935,0.49948,0.35034,0.16014]","[0.89936,1.32917,0.29096,1.5446 ,0.93592]",ZHOU
5,"[0.21214,0.76348,0.05399,0.91609,0.07803]","[0.17914,1.54193,1.68926,0.39591,1.19377]",ZHOU
5,"[0.37271,0.64308,0.97787,0.05744,0.72795]","[1.23482,0.6818 ,0.93793,0.63178,1.51367]",ZHOU
5,"[0.15043,0.69224,0.83467,0.19849,0.32353]","[1.35448,1.22567,0.04891,1.24161,1.12932]",ZHOU
5,"[0.14955,0.62237,0.16154,0.65231,0.14157]","[0.06302,0.51168,0.9185 ,2.18207,1.32473]",ZHOU
5,"[0.64608,0.77288,0.9151 ,0.13054,0.63348]","[1.22899,0.22909,1.08983,1.26537,1.18673]",ZHOU
5,"[0.78459,0.57776,0.97292,0.07912,0.11489]","[0.65831,0.71451,1.28671,1.45813,0.88235]",ZHOU
5,"[0.17825,0.90718,0.98071,0.45453,0.42802]","[1.1447 ,1.31685,0.82345,1.34193,0.37308]",ZHOU
5,"[0.44713,0.08798,0.88701,0.16838,0.87977]","[0.75074,0.94856,1.01644,1.04639,1.23788]",ZHOU
5,"[0.57898,0.20076,0.86774,0.51169,0.45881]","[1.58476,0.73056,0.18203,1.50788,0.99477]",ZHOU
5,"[0.93824,0.10238,0.12894,0.18895,0.12499]","[0.18106,1.50304,1.28815,1.7662 ,0.26156]",ZHOU
5,"[0.69762,0.68672,0.57515,0.88942,0.53994]","[0.45905,1.58852,0.69858,1.2208 ,1.03305]",ZHOU
5,"[0.65315,0.16731,0.06326,0.66609,0.03201]","[1.77826,0.16745,0.15069,2.09116,0.81243]",ZHOU
5,"[0.09506,0.70809,0.06192,0.26526,0.56863]","[0.46889,0.99633,1.03739,1.03557,1.46181]",ZHOU
5,"[0.27641,0.16887,0.34265,0.47148,0.91441]","[0.81681,1.70156,0.35364,1.77437,0.35361]",ZHOU
5,"[0.12939,0.44072,0.52983,0.21804,0.07405]","[0.85951,1.11794,0.42649,0.77517,1.82088]",ZHOU
5,"[0.15792,0.1566 ,0.94709,0.10606,0.44736]","[1.324  ,1.56499,0.30798,1.12077,0.68225]",ZHOU
5,"[0.53776,0.85701,0.5752 ,0.8895 ,0.03974]","[1.37181,1.27672,0.48862,0.51522,1.34763]",ZHOU
5,"[0.66725,0.78299,0.21706,0.67081,0.11687]","[0.64425,1.80731,1.08203,0.51117,0.95523]",ZHOU
5,"[0.39453,0.43324,0.74392,0.71612,0.01279]","[1.59127,0.41821,0.89464,0.87469,1.22119]",ZHOU
5,"[0.84417,0.85123,0.04113,0.07524,0.39429]","[1.19556,0.33019,2.01439,0.14282,1.31704]",ZHOU
5,"[0.31728,0.57391,0.84372,0.96538,0.18665]","[1.13053,0.20247,1.66741,0.78922,1.21038]",ZHOU
5,"[0.38054,0.80925,0.04809,0.34904,0.87033]","[0.95747,1.05212,1.65634,0.66197,0.67209]",ZHOU
5,"[0.50328,0.43621,0.9713 ,0.19878,0.60121]","[1.15942,1.0753 ,1.723  ,0.57753,0.46474]",ZHOU
5,"[0.24966,0.3648 ,0.8703 ,0.21821,0.8325 ]","[1.51918,0.07677,1.28321,1.41348,0.70736]",ZHOU
5,"[0.23985,0.00704,0.10432,0.11183,0.23496]","[0.03649,0.81628,2.20242,0.47123,1.47358]",ZHOU
5,"[0.66499,0.20794,0.20269,0.52641,0.82755]","[0.47768,1.35709,1.03647,1.45183,0.67693]",ZHOU
5,"[0.92071,0.24249,0.50993,0.50652,0.55106]","[0.49107,0.76995,2.01361,0.70879,1.01659]",ZHOU
5,"[0.75226,0.74703,0.36492,0.30689,0.40771]","[2.18399,0.34309,0.29963,1.8673 ,0.30598]",ZHOU
5,"[0.49327,0.32029,0.76292,0.68381,0.28176]","[0.91391,1.08655,0.9168 ,1.11174,0.971  ]",ZHOU
5,"[0.3598 ,0.69496,0.90704,0.82365,0.90236]","[0.61081,1.43335,0.48409,0.57447,1.89727]",ZHOU
5,"[0.36212,0.64652,0.68972,0.84784,0.12189]","[0.35679,1.35796,1.74228,0.55548,0.9875 ]",ZHOU
5,"[0.24869,0.2963 ,0.52117,0.25651,0.60829]","[1.22816,1.27588,1.52441,0.5967 ,0.37485]",ZHOU
5,"[0.74501,0.09962,0.9378 ,0.85661,0.85623]","[1.29684,0.50819,0.39162,1.33587,1.46748]",ZHOU
5,"[0.74049,0.67518,0.07438,0.32916,0.79693]","[1.27057,0.97483,1.33141,0.21914,1.20405]",ZHOU
5,"[0.55911,0.47611,0.88881,0.47022,0.93802]","[1.00177,0.47028,0.44635,1.43288,1.64873]",ZHOU
5,"[0.30792,0.54296,0.30059,0.57366,0.00754]","[0.57561,1.45325,1.51533,1.19352,0.26229]",ZHOU
5,"[0.3498 ,0.10656,0.9033 ,0.64477,0.02745]","[0.57339,0.62994,1.12395,1.37415,1.29857]",ZHOU
5,"[0.23661,0.96128,0.18602,0.33906,0.0412 ]","[2.5526 ,0.36048,0.21976,1.73846,0.1287 ]",ZHOU
5,"[0.9754 ,0.5842 ,0.53658,0.26645,0.33851]","[1.14828,0.08186,1.81717,1.2706 ,0.68208]",ZHOU
5,"[0.45907,0.62433,0.19921,0.04579,0.4352 ]","[1.70959,1.71149,0.59089,0.49927,0.48877]",ZHOU
5,"[0.57846,0.98148,0.90708,0.26347,0.06649]","[1.59252,0.0667 ,2.438  ,0.80255,0.10023]",ZHOU
5,"[0.74852,0.04031,0.6109 ,0.79602,0.68736]","[1.11675,0.78325,1.16798,1.24894,0.68309]",ZHOU
5,"[0.63366,0.44204,0.27614,0.57767,0.47513]","[1.59088,1.8288 ,0.12662,0.72532,0.72838]",ZHOU
5,"[0.6716 ,0.10789,0.51145,0.91503,0.37332]","[1.1566 ,1.93587,0.43983,1.07754,0.39016]",ZHOU
5,"[0.57516,0.49618,0.28109,0.39961,0.66929]","[0.80075,1.47697,1.00684,0.93599,0.77945]",ZHOU
5,"[0.70322,0.9061 ,0.78484,0.12483,0.90113]","[0.53706,0.59248,1.04915,1.13256,1.68875]",ZHOU
5,"[0.69174,0.37558,0.02127,0.82881,0.02364]","[0.22173,1.27382,1.29244,1.88167,0.33034]",CONTINUOUS
5,"[0.24016,0.16121,0.06138,0.98495,0.84918]","[0.95423,1.65466,0.52153,0.57307,1.29651]",CONTINUOUS
5,"[0.81097,0.40858,0.91535,0.84951,0.52411]","[1.12691,0.97268,1.27574,1.15067,0.47399]",CONTINUOUS
5,"[0.97208,0.32817,0.92144,0.89932,0.17491]","[1.45158,0.60083,1.17823,1.36879,0.40057]",CONTINUOUS
5,"[0.7147 ,0.06394,0.26295,0.26561,0.77075]","[1.27272,0.3844 ,2.08808,1.13158,0.12322]",CONTINUOUS
5,"[0.63761,0.0227 ,0.86088,0.06349,0.70141]","[1.33107,1.86064,0.22423,0.10131,1.48275]",CONTINUOUS
