dim,w,c,f_name
4,"[0.77799,0.76225,0.07459,0.74082]","[1.55814,1.23332,0.14349,1.06506]",ZHOU
4,"[0.58012,0.48287,0.15808,0.42316]","[1.92844,0.004  ,0.37386,1.6937 ]",ZHOU
4,"[0.46702,0.87137,0.46001,0.96444]","[1.84486,1.74908,0.38336,0.0227 ]",ZHOU
4,"[0.97435,0.40304,0.18139,0.22064]","[0.18099,1.7148 ,0.83774,1.26647]",ZHOU
4,"[0.39433,0.76041,0.72536,0.05315]","[1.1697 ,0.96512,0.90106,0.96412]",ZHOU
4,"[0.95404,0.38358,0.81153,0.86715]","[1.56004,0.57497,1.15674,0.70826]",ZHOU
4,"[0.56355,0.68975,0.1489 ,0.88141]","[1.11089,1.49359,0.7059 ,0.68962]",ZHOU
4,"[0.73968,0.57353,0.72995,0.02409]","[1.50268,0.97897,1.46229,0.05606]",ZHOU
4,"[0.26784,0.88852,0.81003,0.26968]","[0.98261,0.65053,1.80561,0.56125]",ZHOU
4,"[0.2878 ,0.45954,0.42593,0.92861]","[0.56831,0.58041,1.5112 ,1.34009]",ZHOU
4,"[0.47965,0.6163 ,0.21525,0.9426 ]","[0.98812,0.36083,0.45761,2.19344]",ZHOU
4,"[0.15897,0.82774,0.29563,0.55216]","[0.14095,1.44379,2.18051,0.23476]",ZHOU
4,"[0.75846,0.39326,0.74386,0.96256]","[0.44299,1.45784,0.8768 ,1.22236]",ZHOU
4,"[0.26567,0.1978 ,0.14131,0.81716]","[1.13529,1.20013,1.28419,0.38039]",ZHOU
4,"[0.31033,0.29711,0.38079,0.16847]","[0.36761,0.21958,0.81103,2.60178]",ZHOU
4,"[0.09298,0.79959,0.03184,0.21795]","[1.27617,0.7229 ,0.90206,1.09887]",ZHOU
4,"[0.67941,0.29794,0.06329,0.31226]","[1.00013,0.99862,0.86226,1.13899]",ZHOU
4,"[0.82348,0.05292,0.33593,0.22907]","[0.7025 ,1.02001,1.32788,0.94961]",ZHOU
4,"[0.7884 ,0.603  ,0.8714 ,0.24437]","[1.28015,1.24247,0.09472,1.38266]",ZHOU
4,"[0.0005 ,0.57164,0.37526,0.39767]","[1.52952,0.06132,0.11518,2.29398]",ZHOU
4,"[0.43224,0.45596,0.95878,0.74569]","[0.87683,0.94613,1.13848,1.03857]",ZHOU
4,"[0.91807,0.04844,0.68816,0.46034]","[2.29501,0.07268,0.73495,0.89737]",ZHOU
4,"[0.13375,0.68527,0.79163,0.84716]","[1.44533,1.31409,0.19455,1.04604]",ZHOU
4,"[0.71094,0.95454,0.59927,0.62011]","[0.66008,0.98879,1.36731,0.98381]",ZHOU
4,"[0.4074 ,0.26001,0.2789 ,0.22461]","[0.79284,2.02564,0.12458,1.05694]",ZHOU
4,"[0.50954,0.59386,0.56581,0.08498]","[0.32941,1.8176 ,0.76469,1.0883 ]",ZHOU
4,"[0.35357,0.45394,0.47973,0.68378]","[1.40405,1.48833,0.27935,0.82827]",ZHOU
4,"[0.47206,0.37321,0.066  ,0.52311]","[0.28397,1.27469,1.28517,1.15618]",ZHOU
4,"[0.83853,0.79128,0.87583,0.32373]","[0.94398,1.88301,1.08034,0.09266]",ZHOU
4,"[0.351  ,0.79941,0.61439,0.38645]","[0.81274,1.30626,0.757  ,1.124  ]",ZHOU
4,"[0.68612,0.24019,0.40341,0.84349]","[0.36224,0.67309,0.60239,2.36228]",ZHOU
4,"[0.38866,0.29018,0.79644,0.27612]","[0.7409 ,1.70975,0.35877,1.19058]",ZHOU
4,"[0.23837,0.32916,0.8479 ,0.75352]","[1.2424 ,0.68878,1.67791,0.39091]",ZHOU
4,"[0.57486,0.5808 ,0.67165,0.72485]","[0.4994 ,0.46578,1.67412,1.36071]",ZHOU
4,"[0.97559,0.58699,0.91633,0.01406]","[0.25356,2.12589,0.16655,1.454  ]",ZHOU
4,"[0.65526,0.67164,0.30638,0.77669]","[1.32186,0.37816,1.43076,0.86921]",ZHOU
4,"[0.66507,0.03151,0.1178 ,0.08988]","[1.51794,1.67088,0.40594,0.40524]",ZHOU
4,"[0.40967,0.63661,0.65004,0.11818]","[1.3542 ,1.45095,1.00832,0.18653]",ZHOU
4,"[0.70019,0.7735 ,0.16205,0.04954]","[1.6239 ,1.68561,0.59146,0.09903]",ZHOU
4,"[0.40742,0.00455,0.372  ,0.35059]","[0.23948,2.10914,0.57145,1.07993]",ZHOU
4,"[0.52448,0.2695 ,0.19182,0.71238]","[0.70257,1.14845,1.20399,0.94499]",ZHOU
4,"[0.51011,0.35291,0.42164,0.4193 ]","[1.41965,0.83069,0.96748,0.78217]",ZHOU
4,"[0.32229,0.76658,0.10986,0.10145]","[0.50568,0.59757,1.78672,1.11002]",ZHOU
4,"[0.58227,0.57722,0.33322,0.8801 ]","[1.85113,0.85209,0.18527,1.11151]",ZHOU
